Ay;Dolar;Euro;Altın;Petrol;Beton;Demir;Fiyat;Son Güncelleme Tarihi;Konut Tipi;Mahalle; Net M2;Oda ; Salon Sayısı;Bulunduğu Kat;Bina Yaşı;Isınma Tipi;Eşya Durumu;Banyo Sayısı;Cephe;Kira Getirisi;Kullanım Durumu;Aidat;Yakıt Tipi
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;4.200.000 TL;3 01 2024;Daire;Girne;250;;;3. Kat;4 Yaşında;Kombi;Eşyalı Değil;2;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;4.200.000 TL;3 01 2024;Daire;Girne;250;;;3. Kat;4 Yaşında;Kombi;Eşyalı Değil;2;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;4.200.000 TL;3 01 2024;Daire;Girne;250;;;3. Kat;4 Yaşında;Kombi;Eşyalı Değil;2;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;4.200.000 TL;3 01 2024;Daire;Girne;250;;;3. Kat;4 Yaşında;Kombi;Eşyalı Değil;2;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;4.200.000 TL;3 01 2024;Daire;Girne;250;;;3. Kat;4 Yaşında;Kombi;Eşyalı Değil;2;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;4.200.000 TL;3 01 2024;Daire;Girne;250;;;3. Kat;4 Yaşında;Kombi;Eşyalı Değil;2;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;4.200.000 TL;3 01 2024;Daire;Girne;250;;;3. Kat;4 Yaşında;Kombi;Eşyalı Değil;2;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;7.750.000 TL;10 02 2024;Residence;Zeybek;145;3;1;Ara Kat;3 Yaşında;Merkezi (Pay Ölçer);Eşyalı Değil;2;Güney, Doğu;;Boş;;Doğalgaz
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;7.750.000 TL;10 02 2024;Residence;Zeybek;145;;;Ara Kat;3 Yaşında;Merkezi (Pay Ölçer);Eşyalı Değil;2;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;7.750.000 TL;10 02 2024;Residence;Zeybek;145;;;Ara Kat;3 Yaşında;Merkezi (Pay Ölçer);Eşyalı Değil;2;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;1.050.000 TL;13 02 2024;Daire;Hasanefendi - Ramazan Paşa;110;2;1;5. Kat;30 Yaşında;Isıtma Yok;Eşyalı Değil;1;Kuzey, Güney;;Boş;;Elektrik
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;1.050.000 TL;13 02 2024;Daire;Hasanefendi - Ramazan Paşa;110;;;5. Kat;30 Yaşında;Isıtma Yok;Eşyalı Değil;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;1.050.000 TL;13 02 2024;Daire;Hasanefendi - Ramazan Paşa;110;;;5. Kat;30 Yaşında;Isıtma Yok;Eşyalı Değil;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;1.050.000 TL;13 02 2024;Daire;Hasanefendi - Ramazan Paşa;110;;;5. Kat;30 Yaşında;Isıtma Yok;Eşyalı Değil;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;1.050.000 TL;13 02 2024;Daire;Hasanefendi - Ramazan Paşa;110;;;5. Kat;30 Yaşında;Isıtma Yok;Eşyalı Değil;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;1.050.000 TL;13 02 2024;Daire;Hasanefendi - Ramazan Paşa;110;;;5. Kat;30 Yaşında;Isıtma Yok;Eşyalı Değil;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;1.050.000 TL;13 02 2024;Daire;Hasanefendi - Ramazan Paşa;110;;;5. Kat;30 Yaşında;Isıtma Yok;Eşyalı Değil;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;1.050.000 TL;13 02 2024;Daire;Hasanefendi - Ramazan Paşa;110;;;5. Kat;30 Yaşında;Isıtma Yok;Eşyalı Değil;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;1.050.000 TL;13 02 2024;Daire;Hasanefendi - Ramazan Paşa;110;;;5. Kat;30 Yaşında;Isıtma Yok;Eşyalı Değil;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;1.050.000 TL;13 02 2024;Daire;Hasanefendi - Ramazan Paşa;110;;;5. Kat;30 Yaşında;Isıtma Yok;Eşyalı Değil;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;1.050.000 TL;13 02 2024;Daire;Hasanefendi - Ramazan Paşa;110;;;5. Kat;30 Yaşında;Isıtma Yok;Eşyalı Değil;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.500.000 TL;16 12 2023;Daire;Kurtuluş;85;2;1;En Üst Kat;5 Yaşında;Kombi;Eşyalı;2;Doğu;8.500 TL;Boş;180 TL;Doğalgaz
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.500.000 TL;16 12 2023;Daire;Kurtuluş;85;;;En Üst Kat;5 Yaşında;Kombi;Eşyalı;2;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.500.000 TL;16 12 2023;Daire;Kurtuluş;85;;;En Üst Kat;5 Yaşında;Kombi;Eşyalı;2;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.500.000 TL;16 12 2023;Daire;Kurtuluş;85;;;En Üst Kat;5 Yaşında;Kombi;Eşyalı;2;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.500.000 TL;16 12 2023;Daire;Kurtuluş;85;;;En Üst Kat;5 Yaşında;Kombi;Eşyalı;2;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.500.000 TL;16 12 2023;Daire;Kurtuluş;85;;;En Üst Kat;5 Yaşında;Kombi;Eşyalı;2;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.500.000 TL;16 12 2023;Daire;Kurtuluş;85;;;En Üst Kat;5 Yaşında;Kombi;Eşyalı;2;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.500.000 TL;16 12 2023;Daire;Kurtuluş;85;;;En Üst Kat;5 Yaşında;Kombi;Eşyalı;2;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.500.000 TL;16 12 2023;Daire;Kurtuluş;85;;;En Üst Kat;5 Yaşında;Kombi;Eşyalı;2;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.500.000 TL;16 12 2023;Daire;Kurtuluş;85;;;En Üst Kat;5 Yaşında;Kombi;Eşyalı;2;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.500.000 TL;16 12 2023;Daire;Kurtuluş;85;;;En Üst Kat;5 Yaşında;Kombi;Eşyalı;2;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.500.000 TL;16 12 2023;Daire;Kurtuluş;85;;;En Üst Kat;5 Yaşında;Kombi;Eşyalı;2;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.500.000 TL;16 12 2023;Daire;Kurtuluş;85;;;En Üst Kat;5 Yaşında;Kombi;Eşyalı;2;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.500.000 TL;16 12 2023;Daire;Kurtuluş;85;;;En Üst Kat;5 Yaşında;Kombi;Eşyalı;2;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.500.000 TL;16 12 2023;Daire;Kurtuluş;85;;;En Üst Kat;5 Yaşında;Kombi;Eşyalı;2;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.450.000 TL;10 02 2024;Daire;Orta;75;2;1;1. Kat;3 Yaşında;Yerden Isıtma;Eşyalı;1;;;Boş;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.450.000 TL;10 02 2024;Daire;Orta;75;;;1. Kat;3 Yaşında;Yerden Isıtma;Eşyalı;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.450.000 TL;10 02 2024;Daire;Orta;75;;;1. Kat;3 Yaşında;Yerden Isıtma;Eşyalı;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.450.000 TL;10 02 2024;Daire;Orta;75;;;1. Kat;3 Yaşında;Yerden Isıtma;Eşyalı;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.450.000 TL;10 02 2024;Daire;Orta;75;;;1. Kat;3 Yaşında;Yerden Isıtma;Eşyalı;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.450.000 TL;10 02 2024;Daire;Orta;75;;;1. Kat;3 Yaşında;Yerden Isıtma;Eşyalı;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.450.000 TL;10 02 2024;Daire;Orta;75;;;1. Kat;3 Yaşında;Yerden Isıtma;Eşyalı;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.450.000 TL;10 02 2024;Daire;Orta;75;;;1. Kat;3 Yaşında;Yerden Isıtma;Eşyalı;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.450.000 TL;10 02 2024;Daire;Orta;75;;;1. Kat;3 Yaşında;Yerden Isıtma;Eşyalı;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.450.000 TL;10 02 2024;Daire;Orta;75;;;1. Kat;3 Yaşında;Yerden Isıtma;Eşyalı;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.450.000 TL;10 02 2024;Daire;Orta;75;;;1. Kat;3 Yaşında;Yerden Isıtma;Eşyalı;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.450.000 TL;10 02 2024;Daire;Orta;75;;;1. Kat;3 Yaşında;Yerden Isıtma;Eşyalı;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.450.000 TL;10 02 2024;Daire;Orta;75;;;1. Kat;3 Yaşında;Yerden Isıtma;Eşyalı;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.450.000 TL;10 02 2024;Daire;Orta;75;;;1. Kat;3 Yaşında;Yerden Isıtma;Eşyalı;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.400.000 TL;9 02 2024;Daire;Meşrutiyet;140;3;1;3. Kat;26 Yaşında;Kombi;Eşyalı Değil;1;Kuzey;12.000 TL;Boş;100 TL;Doğalgaz
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.400.000 TL;9 02 2024;Daire;Meşrutiyet;140;;;3. Kat;26 Yaşında;Kombi;Eşyalı Değil;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.400.000 TL;9 02 2024;Daire;Meşrutiyet;140;;;3. Kat;26 Yaşında;Kombi;Eşyalı Değil;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.400.000 TL;9 02 2024;Daire;Meşrutiyet;140;;;3. Kat;26 Yaşında;Kombi;Eşyalı Değil;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.400.000 TL;9 02 2024;Daire;Meşrutiyet;140;;;3. Kat;26 Yaşında;Kombi;Eşyalı Değil;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.400.000 TL;9 02 2024;Daire;Meşrutiyet;140;;;3. Kat;26 Yaşında;Kombi;Eşyalı Değil;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.400.000 TL;9 02 2024;Daire;Meşrutiyet;140;;;3. Kat;26 Yaşında;Kombi;Eşyalı Değil;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.400.000 TL;9 02 2024;Daire;Meşrutiyet;140;;;3. Kat;26 Yaşında;Kombi;Eşyalı Değil;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.400.000 TL;9 02 2024;Daire;Meşrutiyet;140;;;3. Kat;26 Yaşında;Kombi;Eşyalı Değil;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;15.000.000 TL;8 12 2023;Villa;Kardeşköy;350;7;2;Bahçe Katı;Sıfır Bina;Isı Pompası;Eşyalı Değil;4;Güney, Doğu, Batı;;Boş;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;15.000.000 TL;8 12 2023;Villa;Kardeşköy;350;;;Bahçe Katı;Sıfır Bina;Isı Pompası;Eşyalı Değil;4;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;15.000.000 TL;8 12 2023;Villa;Kardeşköy;350;;;Bahçe Katı;Sıfır Bina;Isı Pompası;Eşyalı Değil;4;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;15.000.000 TL;8 12 2023;Villa;Kardeşköy;350;;;Bahçe Katı;Sıfır Bina;Isı Pompası;Eşyalı Değil;4;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;15.000.000 TL;8 12 2023;Villa;Kardeşköy;350;;;Bahçe Katı;Sıfır Bina;Isı Pompası;Eşyalı Değil;4;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;15.000.000 TL;8 12 2023;Villa;Kardeşköy;350;;;Bahçe Katı;Sıfır Bina;Isı Pompası;Eşyalı Değil;4;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;15.000.000 TL;8 12 2023;Villa;Kardeşköy;350;;;Bahçe Katı;Sıfır Bina;Isı Pompası;Eşyalı Değil;4;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;15.000.000 TL;8 12 2023;Villa;Kardeşköy;350;;;Bahçe Katı;Sıfır Bina;Isı Pompası;Eşyalı Değil;4;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;15.000.000 TL;8 12 2023;Villa;Kardeşköy;350;;;Bahçe Katı;Sıfır Bina;Isı Pompası;Eşyalı Değil;4;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;12.500.000 TL;26 01 2024;Villa;Kardeşköy;175;4;1;Bahçe Katı;Sıfır Bina;Kombi;Eşyalı Değil;4;;;Boş;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;12.500.000 TL;26 01 2024;Villa;Kardeşköy;175;;;Bahçe Katı;Sıfır Bina;Kombi;Eşyalı Değil;4;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;12.500.000 TL;26 01 2024;Villa;Kardeşköy;175;;;Bahçe Katı;Sıfır Bina;Kombi;Eşyalı Değil;4;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;12.500.000 TL;26 01 2024;Villa;Kardeşköy;175;;;Bahçe Katı;Sıfır Bina;Kombi;Eşyalı Değil;4;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;3.200.000 TL;24 02 2024;Daire;Ata;140;3;1;2. Kat;5 Yaşında;Kombi;Eşyalı Değil;2;Güney, Doğu;;Kiracılı;200 TL;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;3.200.000 TL;24 02 2024;Daire;Ata;140;;;2. Kat;5 Yaşında;Kombi;Eşyalı Değil;2;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;1.310.000 TL;14 02 2024;Daire;Güzelhisar;130;3;1;5. Kat;21 Yaşında;Klima;Eşyalı Değil;1;;;Belirtilmemiş;50 TL;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;1.310.000 TL;14 02 2024;Daire;Güzelhisar;130;;;5. Kat;21 Yaşında;Klima;Eşyalı Değil;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;4.300.000 TL;26 02 2024;Daire;Adnan Menderes;300;6;1;4. Kat;10 Yaşında;Kombi;Eşyalı Değil;2;Güney, Doğu;;Boş;;Doğalgaz
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;4.300.000 TL;26 02 2024;Daire;Adnan Menderes;300;;;4. Kat;10 Yaşında;Kombi;Eşyalı Değil;2;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;4.300.000 TL;26 02 2024;Daire;Adnan Menderes;300;;;4. Kat;10 Yaşında;Kombi;Eşyalı Değil;2;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;4.300.000 TL;26 02 2024;Daire;Adnan Menderes;300;;;4. Kat;10 Yaşında;Kombi;Eşyalı Değil;2;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;4.300.000 TL;26 02 2024;Daire;Adnan Menderes;300;;;4. Kat;10 Yaşında;Kombi;Eşyalı Değil;2;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;4.300.000 TL;26 02 2024;Daire;Adnan Menderes;300;;;4. Kat;10 Yaşında;Kombi;Eşyalı Değil;2;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;5.400.000 TL;23 12 2023;Daire;Ata;128;3;1;3. Kat;Sıfır Bina;Yerden Isıtma;Eşyalı Değil;2;Güney, Doğu;;Boş;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;5.400.000 TL;23 12 2023;Daire;Ata;128;;;3. Kat;Sıfır Bina;Yerden Isıtma;Eşyalı Değil;2;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;5.400.000 TL;23 12 2023;Daire;Ata;128;;;3. Kat;Sıfır Bina;Yerden Isıtma;Eşyalı Değil;2;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;5.400.000 TL;23 12 2023;Daire;Ata;128;;;3. Kat;Sıfır Bina;Yerden Isıtma;Eşyalı Değil;2;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;5.400.000 TL;23 12 2023;Daire;Ata;128;;;3. Kat;Sıfır Bina;Yerden Isıtma;Eşyalı Değil;2;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.500.000 TL;16 02 2024;Daire;Efeler;140;3;1;1. Kat;16 Yaşında;Kombi;Eşyalı Değil;1;Kuzey, Güney, Batı;;Mülk Sahibi;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.500.000 TL;16 02 2024;Daire;Efeler;140;;;1. Kat;16 Yaşında;Kombi;Eşyalı Değil;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.500.000 TL;16 02 2024;Daire;Efeler;140;;;1. Kat;16 Yaşında;Kombi;Eşyalı Değil;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.500.000 TL;16 02 2024;Daire;Efeler;140;;;1. Kat;16 Yaşında;Kombi;Eşyalı Değil;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;6.250.000 TL;15 02 2024;Müstakil Ev;Mesudiye;140;4;1;1. Kat;35 Yaşında;Kombi;Eşyalı Değil;1;Kuzey, Batı;;Boş;;Doğalgaz
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;1.700.000 TL;12 12 2023;Daire;Umurlu;125;3;1;7. Kat;25 Yaşında;Kombi;Eşyalı Değil;1;Güney;3.500 TL;Kiracılı;;Doğalgaz
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;1.700.000 TL;12 12 2023;Daire;Umurlu;125;;;7. Kat;25 Yaşında;Kombi;Eşyalı Değil;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;5.400.000 TL;5 01 2024;Villa;Yılmazköy;210;5;1;7. Kat;Sıfır Bina;Isı Pompası;Eşyalı Değil;3;Kuzey, Güney, Doğu;;Boş;;Elektrik
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;5.400.000 TL;5 01 2024;Villa;Yılmazköy;210;;;7. Kat;Sıfır Bina;Isı Pompası;Eşyalı Değil;3;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;5.400.000 TL;5 01 2024;Villa;Yılmazköy;210;;;7. Kat;Sıfır Bina;Isı Pompası;Eşyalı Değil;3;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;5.400.000 TL;5 01 2024;Villa;Yılmazköy;210;;;7. Kat;Sıfır Bina;Isı Pompası;Eşyalı Değil;3;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;5.400.000 TL;5 01 2024;Villa;Yılmazköy;210;;;7. Kat;Sıfır Bina;Isı Pompası;Eşyalı Değil;3;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;5.400.000 TL;5 01 2024;Villa;Yılmazköy;210;;;7. Kat;Sıfır Bina;Isı Pompası;Eşyalı Değil;3;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;5.400.000 TL;5 01 2024;Villa;Yılmazköy;210;;;7. Kat;Sıfır Bina;Isı Pompası;Eşyalı Değil;3;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;5.400.000 TL;5 01 2024;Villa;Yılmazköy;210;;;7. Kat;Sıfır Bina;Isı Pompası;Eşyalı Değil;3;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;5.400.000 TL;5 01 2024;Villa;Yılmazköy;210;;;7. Kat;Sıfır Bina;Isı Pompası;Eşyalı Değil;3;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;5.400.000 TL;5 01 2024;Villa;Yılmazköy;210;;;7. Kat;Sıfır Bina;Isı Pompası;Eşyalı Değil;3;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;4.000.000 TL;26 02 2024;Daire;Fatih;150;3;1;1. Kat;Sıfır Bina;Kombi;Eşyalı Değil;2;Kuzey, Doğu;;Boş;;Doğalgaz
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;4.000.000 TL;26 02 2024;Daire;Fatih;150;;;1. Kat;Sıfır Bina;Kombi;Eşyalı Değil;2;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;4.000.000 TL;26 02 2024;Daire;Fatih;150;;;1. Kat;Sıfır Bina;Kombi;Eşyalı Değil;2;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;4.000.000 TL;26 02 2024;Daire;Fatih;150;;;1. Kat;Sıfır Bina;Kombi;Eşyalı Değil;2;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;4.000.000 TL;26 02 2024;Daire;Fatih;150;;;1. Kat;Sıfır Bina;Kombi;Eşyalı Değil;2;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;4.000.000 TL;26 02 2024;Daire;Fatih;150;;;1. Kat;Sıfır Bina;Kombi;Eşyalı Değil;2;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;4.000.000 TL;26 02 2024;Daire;Fatih;150;;;1. Kat;Sıfır Bina;Kombi;Eşyalı Değil;2;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;7.400.000 TL;12 12 2023;Bina;Köprülü - Veysipaşa;80;3;2;1. Kat;29 Yaşında;Soba;Eşyalı Değil;3;Kuzey, Güney, Doğu, Batı;50.000 TL;Boş;10 TL;Kömür-Odun
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;7.400.000 TL;12 12 2023;Bina;Köprülü - Veysipaşa;80;;;1. Kat;29 Yaşında;Soba;Eşyalı Değil;3;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;7.400.000 TL;12 12 2023;Bina;Köprülü - Veysipaşa;80;;;1. Kat;29 Yaşında;Soba;Eşyalı Değil;3;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;7.400.000 TL;12 12 2023;Bina;Köprülü - Veysipaşa;80;;;1. Kat;29 Yaşında;Soba;Eşyalı Değil;3;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;7.400.000 TL;12 12 2023;Bina;Köprülü - Veysipaşa;80;;;1. Kat;29 Yaşında;Soba;Eşyalı Değil;3;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;7.400.000 TL;12 12 2023;Bina;Köprülü - Veysipaşa;80;;;1. Kat;29 Yaşında;Soba;Eşyalı Değil;3;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;7.400.000 TL;12 12 2023;Bina;Köprülü - Veysipaşa;80;;;1. Kat;29 Yaşında;Soba;Eşyalı Değil;3;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;1.700.000 TL;12 02 2024;Daire;Orta;65;1;1;4. Kat;Sıfır Bina;Kombi;Eşyalı Değil;1;;;;;Doğalgaz
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;1.700.000 TL;12 02 2024;Daire;Orta;65;;;4. Kat;Sıfır Bina;Kombi;Eşyalı Değil;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;1.700.000 TL;12 02 2024;Daire;Orta;65;;;4. Kat;Sıfır Bina;Kombi;Eşyalı Değil;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;1.700.000 TL;12 02 2024;Daire;Orta;65;;;4. Kat;Sıfır Bina;Kombi;Eşyalı Değil;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;1.700.000 TL;12 02 2024;Daire;Orta;65;;;4. Kat;Sıfır Bina;Kombi;Eşyalı Değil;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;1.700.000 TL;12 02 2024;Daire;Orta;65;;;4. Kat;Sıfır Bina;Kombi;Eşyalı Değil;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.050.000 TL;23 01 2024;Daire;Kurtuluş;95;2;1;1. Kat;30 Yaşında;Kombi;Eşyalı Değil;1;;;Kiracılı;;Doğalgaz
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.050.000 TL;23 01 2024;Daire;Kurtuluş;95;;;1. Kat;30 Yaşında;Kombi;Eşyalı Değil;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.050.000 TL;23 01 2024;Daire;Kurtuluş;95;;;1. Kat;30 Yaşında;Kombi;Eşyalı Değil;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.950.000 TL;24 02 2024;Daire;Efeler;85;2;1;3. Kat;Sıfır Bina;Kombi;Eşyalı Değil;1;Doğu, Batı;15.000 TL;Boş;150 TL;Doğalgaz
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.950.000 TL;24 02 2024;Daire;Efeler;85;;;3. Kat;Sıfır Bina;Kombi;Eşyalı Değil;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.950.000 TL;24 02 2024;Daire;Efeler;85;;;3. Kat;Sıfır Bina;Kombi;Eşyalı Değil;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.950.000 TL;24 02 2024;Daire;Efeler;85;;;3. Kat;Sıfır Bina;Kombi;Eşyalı Değil;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.950.000 TL;24 02 2024;Daire;Efeler;85;;;3. Kat;Sıfır Bina;Kombi;Eşyalı Değil;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.950.000 TL;24 02 2024;Daire;Efeler;85;;;3. Kat;Sıfır Bina;Kombi;Eşyalı Değil;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.950.000 TL;24 02 2024;Daire;Efeler;85;;;3. Kat;Sıfır Bina;Kombi;Eşyalı Değil;1;;;;;
3;31,1231;33,7927;2033,63;80,58;2100;23638,43;2.750.000 TL;14 02 2024;Daire;Efeler;130;3;1;Ara Kat;17 Yaşında;Kombi;Eşyalı Değil;1;Kuzey, Doğu, Batı;13.000 TL;Boş;100 TL;Doğalgaz
